,author,content,sentiment
3917,akurys,"@speedysari I know   But maybe by then you will have forgotten about it, and it will be like Christmas in July!!",worry
30063,Jenniferrboland,The Eagles make saturday nights so much better.,happiness
34457,josephbayot,@shirkinerd thanks shir  I got caught with the commission once but now I get amazon.com gift certificates and they don't take one if I do,neutral
26299,Leah_Rah,@mrxtothaz you should not be wasting the may bank holiday in the crappy north- you should be down south in brighton where the party's at,neutral
28112,paulpall,I got 5 in English lesson  now drinking sprite,neutral
36404,necolebitchie,"@officialtila if I have 5000 friend requests tomorrow, I'm blaming you  nite",hate
33073,sarahgrieve2011,Ugh i hate photobucket! an amazing place to edit pictures is: www.picnik.com  i use it alll the time.,hate
9837,inhaleanxiety,my special edition JFPL came today! all i have time to do is rip the demo cd to itunes and upload to my ipod before i go to work,happiness
9706,jn1g06,Decided not to go...I want to see my sweetie  But I can't.,worry
30720,denisewarfe,@michaelqtodd read your status update &amp; just wanted 2 b sure I was on your follow list  Hope u r having a wondefl wkend Michael~blessings,neutral
26027,Anne124,"Starting my morning, with coffee and the Early Show with Harry.  Home improvement...my fav. subject...&quot;dezign&quot;.",happiness
14308,chrystalmae,"How did I give birth to a SCREAMER?? I hate screaming children!! I guess I hate screaming children besides my own, now.",sadness
34581,tallivansunder,@vansunder is making me hot chocolate with almond milk.  Mother Day festivities is starting early!,happiness
19880,nysaa,I am so sorry i fell asleep first,love
2062,TAVOBLACKWALLIN,cavs got lucky 2night  lol but lebron took over and killed em another triple double,worry
6470,oh_btw_porscha,English exam! Bleh i hate vocab,hate
17400,AlienCollective,"Okay, so the only reason I'm not buying this app is because I hate EA and all that it stands for. SimCity rocks though.  http://is.gd/JpMM",hate
6477,cjdkc,"Holy crap...Sharapova is taking a beating from an unseeded qualifier...ok, o back to doubles!",hate
11279,sjdvda,@shawin I've been using the Sennheiser CX 300 earbuds for 8 months and I love them.  Don't know if they're available in MU though.,worry
29831,PattiVail,@theremedy4u  5 days,neutral
16940,SparrowApril,Hubby went to pick up  my Fringe comics today @ store by his work. THAT store was out of business too. No comix in Houston. Have 2 Web.,sadness
29122,lejunkdrawer,@gheekchik hmmm...the one restaurant/one grocery is sad. not the dukbolgi.,sadness
39882,Uhmm_ellee,Heaps keen for next weekend.     Mummy. &lt;3,sadness
8531,Adrigonzo,"@redsoxgirl28 been there, sadly.  this isn't your first rodeo, my dear, I suspect you've learned your lesson?",sadness
20470,franzne,@DavidArchie Touch My Hand video = simply amazing.  Love it.,love
23047,kursteey,"Just up  the longest lie in a while thank goodness, neck still painful but today i am going to head out (y)!",relief
9095,Emmy_S,wow i just slept till 2pm..again... good job me,surprise
19522,Justacogitating,@absolutsilver I hear you sister!!    Same here.,neutral
35667,kcaccidental,"@KenFTWIN I just started watching 30 Rock too, borrowed seasons 1 and 2 from my dad   so good.",love
32092,PamelaAngus,"good morning  6.15 am: plans for the day ...nope, nothing interesting",neutral
16972,StephyyyO,Hadnt cried in such a long time,worry
5515,shirlswifty,"is off to get her hair cut in the morning, and is not looking forward to spending a weekend alone",sadness
11781,manders92,homeee! my feet are sore,worry
8226,TheAgentMan,The ball on my BB is not working.  I can read any text messages....holla but don't text me,worry
15310,nettybootay,wished I watched jon &amp; kate plus 8 on monday,neutral
24604,mneylon,"@bohoe no idea offhand, but if you keep tweeting about crowdsourcing graphics I'm sure someone will tell you",neutral
5506,laurakempton,eating lunch. then school,neutral
26478,violetbakes,@BroadwayManor  they are a long way from the sea  unless they came from Gloucester docks.,neutral
924,BrookeAmanda,"@allysonalfonso haha, its under 18 :@ so ive got no one to go with  curse none of my friends liking TAI lol",neutral
12070,p3anut3,trying to plan a huge birthday party by myself,neutral
11706,kak848,Doctor then work. Hope you bitches have fun at the conditions show without me,neutral
22057,Emmmaa___,@torilovesbradie no probs(: and yeah im still sick. no school today  lol. feel really crap but thats because im dancing lol . thanks,fun
30916,aayatali,ellen degeneres and mcfly fans!  i say we try to get mcfly on the ellen show..how about it?,fun
19158,Meli182,I was the blue  lol http://twitpic.com/67zgz,neutral
6559,astallaselle,I hate today.,neutral
12720,eilidhlive,@icklewabbit OMG you aren't online. Shock horror.,worry
37316,madison0416,Happy mothers day to all the mothers out there and to me also,love
9627,gabrielayou,Miss Cauzinhoooo already,neutral
5798,samaralbader,@athoob the lens was 70mm  I couldn't,worry
28557,tarynAnn,Zapatos for trashcan nachos and then an epic night,happiness
22366,allybis,"@sawwaa I wish I could work like you, dude...",worry
9782,TheAndrewKane,"Just got done discing, found two discs in the last two days. Solid.  Wish @pacheros would treat my koozie better and not throw it around",worry
27832,cbcustomercare,@blueeyedmuse Thanks for the followfriday recommendation! We're actually at @_careerbuilder_ though!,love
26025,s0nerdy,Drink #2: And at 12:45pm when leaving the shops I had a Medium Light Coffee Frappuccino. Nom nom nom,happiness
18565,DK745,Standing ovation for Wieters. Nobody was sitting down. Insane. Hit into double play though,relief
19627,charphar,Man! I can't stop being freakin' hungry!,neutral
17857,_AlexaJordan,I couldn't do anythin cuz he jacked it when I stepped out for like 30 seconds &amp; was already outside up the mtn when I came back..,worry
29793,WendyBendy,"I wish I knew how to play an instrument. Lessons for Menace and Missy Moo, for sure. Piano? Cello? Bass? Whatever they want",fun
27843,mazza53,after pub lunch am now going to daughters for tea life is good,love
13009,jacquerowland,"@kennethlim working on a logo &amp; I keep getting click happy  Its me, not photoshop I dont they have a &quot;stupid stop clickin&quot; in ps do they?",worry
35301,kathleen118,"I forgot, Happy Mom's day.",love
35105,mommy2kaylee,@ home with my lovey.. Busy day td.. Baby shower.. Then a wedding.. Made 2 pies.. Now bed,relief
31097,ambersmart,@jt nope not yet. but we have to be out of this one before we close. we are closing on both the same day this week,worry
15966,wakeupanddance,"Not so good at remembering to do this twitter thing, sorry everybody! I leave for Tibet today...with a head cold",sadness
37361,MiDesfileNegro,"@PotFace Yeah, you're right",neutral
25785,tiarasamosir,"i want you to text me first everyday, not me",worry
33189,recruitchicago,Just have to say again how much I like the new twitteriffic,love
26347,ursocrazy,true lol no problem about the unfollowing..not mad,neutral
18690,chknlomein,"@xxigetwet Sher is good. There were quite a few people that we didn't even get to see, due to me having court and rushing to see fam.",neutral
24849,myaabaoag12,dinner was yummy and all... but i'm still super tired after all the things we went through to enroll for college.,sadness
16555,wowsarah,At the library  being friggin bored.,sadness
3956,tinabattistella,"getting ready for the day, out then work till close",happiness
5606,sammyjay86,is very disappointed that cadbury chocolate blocks got smaller,sadness
39256,greysnowogre,That's more like it - 3rd  #fb,worry
24846,gui_restani,Hey there! It's a glorious morning! Monday's animation mode: ON!,happiness
34493,Westopher,Yay my friend Glen is here. Now i'm like this,happiness
1184,nicemovemumbles,@TLuke08  sometimes going and doing other stuff cures that,neutral
26140,jaimehorwitz,"Lots of tasks to complete today. First, wecloming new members to Canadamigos Social Networking site, www.canadamigos.com, and coffee",empty
35245,MarkMayhew,"@filos @elliottucker thanks for the r/t, I was hoping I had some *classy* followers",happiness
33672,snail_5,@sareybarey I just watched that episode again last night.,worry
19878,CosmicPhoenix,"Friday Night Magic last night, I lost so bad  I suck at draft",sadness
8346,BeckieJH,Ughh. That Miley creature song has infested itself in my brain!,hate
7797,windovrthewater,I am so jealous that @collystringgs got to sleep until 1,neutral
38607,steenbergen,@rockingla Thanks  New work will arrive in a few weeks,neutral
6089,iyaitssuzanne,@rachmurrayX  were do you  work??,neutral
2080,victoriavictor,I give in to easily,neutral
7933,willow0226,Is UPS like the cable company and doesn't show up til the last possible moment? I'd like to take a nap before school gets out,hate
10846,Martina007,bad mood now,sadness
12177,mychellavelli,Slowly getting ready for work,relief
9316,Bobbistarr,Leaving SF soon. I just might cry.,sadness
24594,sandtats,Smiling!  These guys are!    Turn up your speakers and SMILE~life is good! http://www.imtiredonline.com/smile/,neutral
11927,viveroos,not certain if it's good to be back home or not.  dropping of car rental now though,worry
9927,lovielove12,Life Just Isn't Fair &gt; And I Feel,worry
7211,DezieLove,There is a sadness in the air at school  but I got two awards!!,surprise
21061,canadianchick74,@mooddisorders what are you? flavor of the day?,worry
6533,AinzForever,"@mmitchelldaviss mitchell i tryed to add you on xbox live lastnight during when i was in your live show, but your friends list is full",sadness
5209,nyproperty4sale,@AgingBackwards I use to own a 32 lbs tabby cat. Got him for North Shore Animal league he had diabetes,worry
10073,DDurgaa,"A laodicean life for Kavya &amp; family probably got Kavya her spelling bee crown! Congrats! Note, spell check doesnt recognize laodicean",love
8448,theemptynest,@paintgranny my little felted thing looks like an incestuous by- product of two of your lovelies,worry
34246,jdorenicole,"watching men n blk 2, wishin all the mums happy mother's day",happiness
28926,jdavidson,"Really enjoyed Star Trek - great movie, amazing special effects. Definately recommend even if your not a Trekky",love
692,michul,FALL ASLEEP ON ME AGAIN  But I know how it feels now LOL. Drag Me To Hell tonight! Quite excited,sadness
30225,aleese,"@idann, now that sounds better",relief
36839,JerseyM_Awesome,@wethedan http://twitpic.com/3pb8j - hahahahahahaha why have i never seen this pic?!?!?!?! lmao!! hey look too cute,love
37524,Toxic_Concepts,@TheEngTeacher it's always time for coffee,neutral
7370,meggytron,@millionsbyname Jared's wearing a green shirt? *SPARKLY EYES* YEE!! I hear #asylm is highly disorganized  hang in there!,happiness
34069,BelindoFan,@noesh leyendo,neutral
7837,mandaf,@bryanhowl  @kat10187  You guys can make it through!,enthusiasm
37106,MalcolmBarclay,@mwakeham oh ok cool will get back to you on that,surprise
24495,infamuzgracie,8am math final wish me luck,love
28633,angielaaa,Watching next day air,happiness
5037,alycejo,"just watched devil wears prada, and i want to live in new york city more than ever. why must i be so poor",sadness
13840,pixonu,Damn it. Totally gutted I decided not to go out tonight. Roni Size is DJing,hate
20900,maryann88,@jtimberlake Love Sex Magix it's cool!!... great rhythm!!!,love
30979,JamieV5N,"@BeccyR It's a program that shows all Twitter and Facebook status updates all in one.. it's alright, but yeah probably won't use it often",happiness
7354,Bekzo,the sun burned me today....my arms look angry  Party tonight tho babes! woop!,sadness
16122,hollyhood,@JayHostDC went last year. I gotta go to my friend's party tonight though.  I can never win,neutral
8750,ayy_meier,last day of Bedford County History with @corriemichael  gossiping and twittering away as usual...,relief
35398,IEatHappiness,Watching some movie and playin on my computer.,enthusiasm
27151,imseth,@bubblegumneko What are you doing up so early?,neutral
1436,AnniesBangkok,Today is going to be a normal day for I hope. We had a group of pilots from a large airline come in last night so it was too much drink,sadness
507,chaitanyak,back to work.. with no distractions..,neutral
5930,jacksvalentine,@maximillian62 Oh dear... that's just... disturbing.   The coffee connoisseur in me just died a little.,sadness
8947,Snowshadow,"Today has been a nice positive  fun day , after several weeks of bum days",relief
12242,lkmeister,They gave me a regular coke instead of diet. Really??,surprise
17303,abbyavaryxo,@HolidayParade so close to tennessee,worry
28412,katvanorden,@jordanknight I have now officially resigned myself to never knowing what Tink! means....,sadness
32263,jsuplido,"@ocell great to hear you saw Slumdog Millionaire! And yes, that's a Bollywood thing at the end",happiness
4386,trying2lead,Sitting at my kids school listening to moms discuss their daughters becoming women. I feel unsafe.,worry
35949,jbgonnagetuhigh,Good night everyone,neutral
10310,trifluorides,"@cloudconnected  won't be out until august, but MAYBE someone really fast will xlate it &lt;3",neutral
8921,srslyjustsayin,"@pattyxxcore I don't know, ask Carolyn. Also, we won't have the boxes empty by the time you get off.",worry
8693,gpvr,"@SquireX6 harrump gagging for beer, noone wants to play",worry
17027,xScarlett_x,@oxEmalieexo: Lol it went okay! As far as I can tell . But then I had to do a test today for geo and I was all zoned out and got like 65%,worry
25488,TeamSmileandNod,"@coleb2 yeah, getting shows can be an interesting process.  the key is following up... at least that's what i've learned so far",fun
1539,alexrongstad,roughnight,sadness
9121,Chopstyx,"@MamaGaea Sorry to hear about your dude probs, what is it that's too much?",worry
33979,djkboogie,@itsQ LMAO... Smh!  that one threw me off.,happiness
15284,savannahjfoley,Car-warmed Sprite tastes like sore throat,hate
5867,DreamnetFaith69,"Up and at em... got a big To Do List for today, and hubby has to work   But then weekend is going to be just us... I think!",happiness
22490,NatPivac77,Chilling out....now the boys have gone  Time To Relax,relief
13029,damog,@ChelseaPiersNYC tiny.cc doesn't seem to load for me  I was thinking on going to the batting cages but apparently you gotta book in adv,sadness
11569,JohnnyAbsinthe,@Eujean2 yeah,sadness
21999,stevewollaston,@Gamesbasement dear oh dear.....,neutral
390,ohsht,i feel like I'm on house arrest.,worry
17848,CaminitiStyle,Damn I wish I was at Botcon with everyone.,sadness
29001,kayli10bear,havent been on in awhile.  no point anyways,worry
17576,lost_dog,@lauradanner I am lost. Please help me find a good home.,worry
31728,glennh13,Adding names to my Twitter account and learning how to use this amazing thing!,neutral
37299,devinamonica,studying math ) it brought my brain to explode,neutral
32021,stacyelizadams,Sunburned from Venice and watching Fred Claus....Such excitement!!,love
11350,NROTB,@shaydakiss doesnt look good  we have to go burn some lampions,worry
25081,upidisiini,is upload video geje di youtube  http://plurk.com/p/rqaoe,enthusiasm
6719,lskhoward,Chauncey is giving his last sac speech...,worry
15540,msjaiinc,hello..aint been tweetin all day cuz i had 2 switch things over 2 da new place. (exhausted and sick),sadness
37690,speedyb,"Ooh, new Bonkers is out tomorrow, nearly forgot about that",neutral
27241,JacobGoesGreen,On my way to school!,neutral
14693,ali_konu,@nataliejanette Im so jealous that Im not going to blogher,sadness
946,zoe_king,needs a little lie down. not feeling great today. boo,worry
14327,19fischi75,"@Impala_Guy In the past it was ok but since iï¿½ve got my own appartment, my own car........itï¿½s very difficult to save the money",sadness
14414,SalinaBoo,OMggg. i just heard someone is gonna die on the new season of the secret life of the american teenager  noooo.,sadness
35393,0melvin,"tried oprahs free unfried kfc and loved it  i went back for another try and topped it with boba and wolverine.Chilled with pope,dave,ben",happiness
32157,ericaeeks,"@Cryo ahh, that would be a good reason.. Heh hope that goes well hun",neutral
18157,nokiaexperts,In the dentist chair with a very numb left side for crown prep. Not fun to keep mouth open this long,worry
13007,RayBland,So tired and I have work at 5pm  #fb,worry
33040,Paul_PP,Enjoyed Star Trek... More please,fun
20827,xXxSharnixXx,coming back drom camp!!! there was no cell fone reception =0 so im so happy were back in QLD and a little bit tired,surprise
25373,linrose,"@MadHat76 Or maybe I joined you in denial. Either way, it's the best way to deal with Monday.",neutral
27405,laurenwhitney,@mikerosenhouse did you run into someone I know this weekend?,empty
7008,mateaar,"thanks iPhone, you kept me up till 1 am. Asshole.",surprise
38662,ceydalovesnick,@nick_ebru thank you for the link...very cool...see you on monday!!!,happiness
17304,robertmay1,I need new socks,neutral
4633,angelcano,The CD  player in my car is broken.  So much for listening to my Kidz Bop Happy Meal CD.,sadness
31086,DolledUpDal,whoohoo! just went to get movies and junk food  its a womens night mwahaha &gt;,happiness
17130,KeyonaVSKeyonce,I'm sad Twits!  I'm going to miss @epiphanygirl musiq soulchild and anthony hamilton! Ugggghhhh I LOVE them!,sadness
19953,Sexi_Lexi524,Omg they know so many words now where did the time go  here's some of there words money ball keys.,love
27052,neonbetch,may the 4th be with you,surprise
30133,CooperCraigM,@zactak I know!  I loved it.,love
10762,nuno_cruz,Without wings again,worry
13945,give_me_a_latte,@monsterchew thanks! Will check next time I'm in Target. It's over an hour away,neutral
24941,ilovemusik,@David_Henrie No you silly goose!,hate
14342,Kayyy011,OUCH!!!!!!!!!!!!!!!.........that really hurt!!!,worry
9290,Beccabeebee,"@chrishornby Very. I'm ill and attempting to remember lots, and nothing is going in.",sadness
28931,AdrianaAnarchy,A painter paints pictures on canvas.  But musicians paint their pictures on silence  ~Leopold Stokowski,worry
15989,bzing,@natalidelconte i didn't get to chat!   .  oh well.  time to eat a praline.,relief
32696,twitFedDy,Happy Mothers day to all the grown n happy &amp; the lil prego smuts lol Just Playing everyone is loved.. happy Mothers Day &amp; God Bless,love
20597,sgcherryz,Just got back from the karaoke bar in the metreon!!! Watching millionaire matchmaker,happiness
39962,miizzhiispaniic,"Happy Mothers Day, Mum.. Love you lots   1 month and 11 days to go.. AND 1 month to go for ma bby  love you Bash",love
25868,JulzM,@mspecht well bugger can send my to do list right on over if your board..,neutral
21199,yamines,"needs to stop taking photos with other people's cameras!  luckily, photos have been delivered",enthusiasm
33367,kara_sutra,@jlee07 Thanks for the following and support!!!   &lt;3,relief
21924,euphorialuv,@AndyeAndinha I gave him your kiss. Being a flirt of course he liked them,love
34420,mkeguy69,"@YoScottie Btw, I smile everytime I see ur smiling face on ur profile here. &quot;Grins&quot;  Damn ur cute.",love
37132,Jane866,@johncmayer what about name Jana? there you've got lots of options..,enthusiasm
31371,nowthatsmint,"@google aahh google, you never fail to make me smile http://twitpic.com/4w9rp (via @richiban)",fun
37555,farpointer,Send Movie recommendations my way please anyone,worry
1893,twebbstack,i hate it when a website says the ticket prices are on another website and their not,surprise
7833,lhottieeeee,Stood outsiden got the WORST butterflies everrrrr!,enthusiasm
32651,iCANDYtheMANDY,http://twitpic.com/4wgp2 - Bambi will eat you,neutral
22886,kirstgsm,"Just leaving rainy forks, starting the long journey home! Rachel, if ur reading this, dont worry il send the stuff as soon as i get back",worry
20746,MsArtOfSoul,I see I see,neutral
33030,jadegrrrl,sad that borders did not have guerrilla gardening book but otherwise a most lovely relaxing day,worry
375,divya084,don't feel like working  I think I tweet this too often!,worry
18350,DawnCharlton,"Just chillin' in pjs after a short, but long week - why is someone continually knocking at my door?",surprise
30771,XO0ASHH,@KeepinUpWKris hope you have a great day tomorrow!!  happy mothers day!  let us know what you did,happiness
1466,Hemp316,Can you believe it:Tomorrow Night will be Jay Leno's last episode of the Tonight Show  I encourage everyone to watch it and welcome Conan.,happiness
12615,MrDCash,"SMH!!!! Im sick with this bug that's going around..Almost everyone I know is sick, including me...",worry
13543,jester28,Poor balcony sealer guy. Stuck in the rain.   http://mypict.me/20Oh,worry
5696,shadowfish,"@karmachord alas no, it's just a normal night  monday is quiz night",neutral
17627,chinatheblack,@Twinnikkib too late  I'm already on the bus goin home  what the he'll u talkin about drinkin tea????,worry
38167,Jess_Moody,"there is never anything on tv, on sundays. CAN'T WAIT for america",enthusiasm
4837,risha_,@scorpio1641 I have no idea  I'm watching Rafa too. Running to the comp ever to often to check live score. he's 3-2 down in the third.,worry
36484,SynCitee,home! tonight was so much fun! goodnight twitterbugs!,happiness
33709,r4ziel,@nemke  #stackeoverflow  http://bit.ly/13Nfk1,neutral
29098,mechristopher,@jennyinmaui I just read your twitter bio. Love it. Very clever and cute. I'm all about smiles.,happiness
19041,catrinacarlos,goodbyeeee Arizona. See you in 3 weeks.,neutral
15882,mars0905,"wanna b marie antoinette, cos she had perfect hairdo, fab clothes, n tons of macarons.  Crappy day",worry
10905,gabymortem,#3wordsaftersex goodbye innocence!!!,neutral
28621,chantelleFEDORO,Watching my bro play footyball,worry
38798,xMnonniix,@DebbieFletcher Nice Mothersday! *gives you a viritual chocolate,love
4875,rachgarvey,"another gorgeous day here in Pau...will be home this time in 2 weeks though, such a depressing thought!",sadness
19183,nationmckinley,@hellparade what? whyyyy?,surprise
20690,Xo_TiKa,THiNKiNG 0f HiM  &lt;3,sadness
13331,babilorentz,@tommcfly can't you write a song without your guitar? i thought you could  look for something to do!,love
37485,Fingal77,Yet another good weekend with someone. Sigh. Man I like the boy..,love
33066,Ana503,"on myyearbook, myspace, here and messenger",neutral
25625,feedmecheesy,@perfectgrrl85 lol! I don't know! but you dont need the plant! I'll give you a hug instead! Hugs!,love
23154,MissxMarisa,@TheLonely California,neutral
17241,Binnnnnnaaaa,imm tired of callin @mitchelmusso &amp;&amp; hearin other convos  i wanaa call himm!!,worry
2035,the_REAL_luvina,"@antwanduncan ew, tongue kiss",neutral
20423,JeeseLouise,off shopping in southhampton with my mummers,neutral
10450,monoclelad,Ha I got another #followfriday. take that @mage! oh... your listed too... thanks a lot @Lowjacker ya jerk.,sadness
18542,EsJayLove,"@Stace3811 I'm sorry you aren't having a good day.  cheer up though, your day doesn't define you...",worry
17883,AlessandraReis,Iï¿½m really desappointed...,hate
6828,irishsamom,"I swear, now my dog is having anxiety issues.",worry
7130,lucky1990,why the hell is it raining!! i hate the rain.,hate
20469,jordiebabordie,lol thats the highlight,neutral
16626,Applecored,A message from @Songoftheoss Could you let people know I have been booted off,sadness
13990,quornyum,"@Jennifalconer I don't know if I can bear to watch Hollie tommorrow night,it's a bit hard to take seeing the state she gets herself into",worry
18028,srk_SaY13,I'll have to take a picture of the moon tomorrow night  not gonna happen today :/,worry
7371,joshuamilane,@indysawhney seems like u r just pushing your #wcm site. i really cant beleive you are an IT pro and havent heard of #joomla or #drupal.,sadness
5594,SSullivan21,i have high cholesterol,worry
27332,AmandaATL,"Sorry for the apparent spamming today, followers. Trying to follow through on a request from a friend.",worry
37235,Kwimsie,@Katebelletje can I have one too?,neutral
36371,hngryO,"@ppchen hehe, yes i did change my name. like it?",neutral
34844,_writersblock_,*sigh* joe sings so purdy.  he makes me feel better,neutral
4103,Imadiva3015,@LATINQUEEN83 They ended up staying late  But how was ur night?? LOL,worry
7493,COSICols,"@hepcatrayo  so sorry, I just found the members preview has been sold out for awhile. It opens at Noon to the general public",worry
36779,AnnoyingTweeple,@outlawontheedge Tofurky.... You owe me a new keyboard now!,love
29377,brea911,"@Paigex3 hah yeah, its that bad, not gonna lie. :o Have fun",worry
24704,Sion71,"@janeslee oh dear, thats not good - I hope you get through it all with a smile",worry
15470,blakecrist,such a nice day and i'm gonna be stuck inside all night,surprise
23988,chorale,@_Cantus_  all i hear is coffee brewing at my end,neutral
26681,AlySunShine,@ inthebattle its really cute. One of my favorites.,happiness
20350,sarawang,looking forward to coffee and driving tomorrow. really,fun
36470,simplyshei,happy mothers day... *i love you mom...*,neutral
39806,shenkhort,"@beepin328 Well, that's good. STudy is good.",neutral
37982,kimmee0424,Off to work,relief
2575,heyyitskate,RAIN!!!!!!!!!!!! AAAAAAAAAAHHHHHHHH! i'm gonna melt. damn it's cold. freakin cold.  brrrrrr,neutral
30425,tori_frry,just got back from the Sing It Loud concert // FUCKIN AMAZING,sadness
14389,bennage,@bellware not an easy place for me to access   Task-based ux is something I've been thinking about. I'd like to hear the criticisms.,neutral
4042,bryanandcarla,I hope you come over today...its almost 8  Ill be leaving at 8:30 if you dont show up...I love you &amp; good morning.,love
12853,rain_holly,I will be missing all of the 1st game tonight. Maybe i will get lucky and be home in time to watch part of the second.,worry
4078,damohopo,"@katcal i'm relying on my mobile, which lacks reception. Trying to help, but just looking silly",sadness
7754,astormorray,forgot to wish sister happy birthday yesterday.,sadness
32467,josaremama,Happy Mother's Day 2 all the fabulous moms out there. The world wouldn't run without us. Keep up the good work! Enjoy ur day,love
25216,pedrocs,@ruimoura it took me months to understand your avatar,neutral
30791,CrazyAngel93,@omgdarleny hahaa your awesomee !,happiness
15960,britneebabe,I need to sleep for a whole day to recover from this birthday!! I'm getting so old!!,fun
19162,eperryman,I love it when it rains on me when im golfing,happiness
21316,michaeldunlop,Monday morning  Lots to go out.. just waiting for a mate to add a style to my table and im set,happiness
14252,KidNovice,"@EshSoMajor how dare u? after all the love making we've made over email, im a stranger? u never replied",sadness
34753,Deeeda,"@blawnoxgirl Yes, we will! We should maybe do it in a DM though so we don't annoy our followers. Thought of that too late.    Good night!",worry
20245,London_Law_Firm,@clarinette02 I am most honoured to receive a Twit tout en francais. But my French not good enough to pick up les nuances en 140...   LOL,love
9726,mecharaider,i neeeeeeeed music suggestions but no one will give them,sadness
16709,fp030394,"do not go to moes mexican grill, it is TOO spicy!",worry
22778,katyb_,"Only 8 oral left!  then I have to learn them all but oh welllll, at least I don't have to write them",relief
935,CandleNtheDark,why do i think i have to take medicine cuz i was laughing to hard?. my head should not be in this much pain. i thought laughter was gud,worry
4054,MissCindyBaby,ugh damn! my usual babysitters graduation is on Wednesday and I just got a meeting request from my boss during her graduation,hate
38403,sameoldgabi,@theEmzi hï¿½rlich!,neutral
20955,vas_popovski,Well. . . the beginning of a new week and guess where I am. . . at the office  4more days till Friday. . .,neutral
13666,JessieeeeeH,Awww that lil girl on bgt :'( when they said she didnt have time :'( that was soo sad  and them huggin her,sadness
34036,SarahSee95,I'm loving Please Don't Leave Me by Pink!,love
864,CASSIEoliver,My sisser is moving tomorrow and of makes me sad  actually I guess technically in a couple of hours since it's already Friday.,sadness
2253,xelmarj,prepare yourself,neutral
22394,nathannxD,@jaezors my b day is on may 13 but my party is on this sat  come you gays,happiness
23382,tschisirocks,I'm on Twitter now... how cool am I? and now let's go to McDo,surprise
16755,boomtisca,hiccups,neutral
33377,ashleyatUM,Loved Wanda Sykes' performance at the White House Correspondent's Association Dinner,love
38295,NiksieThePixie,@lozhush let be me your first,neutral
30005,mooseinabox,@bunnydrumming Hi bunny! I recently have subcribed to your channel on YouTube! You make some great stuff. Kinda just wanted to say hi!,happiness
25256,MissyReighn,Good morning my fellow tweeters,neutral
15886,IvanaE,WHY CANT I FIND IT!!!,worry
20013,deadstockric,"Tweet whore ? I am up to 10,000 tweets",surprise
14022,HamptonsHowie,@msfeather24 You're the one getting married on me,worry
18748,LittleMissAngie,STILL NOT DONE WITH PAYROLL. was supposed to be off at 4:30. i have a headache,worry
7148,Susanstewart1,"gonna have to eat something, I feel so horrid.  I need a hug!",worry
12997,aLittleOff,"Sitting at the computer... I should study...  But I'm not right now, because I'm procrastinating again! XD",worry
20173,ShebaBaby,@MsSdot23 and thats why your azz lost hater lol  love you,worry
36974,oneonesix,"Repeat final seconds of Game 3 Dal-Den please! DAMN THOSE OFFICIALS. :| Anyway, happy mothers day.",love
5581,andykenny,Mouth hurts,worry
10900,lateenagirl,It's a nice day and I stuck inside!!,love
5060,pewhitfield,"I missed you yesterday, Lacey.    We get to go to granulation tonight, though.",worry
9615,LexxStarbreaker,Trying to win a @neverwear contest for a a print of The Day the Saucers Came signed by @neilhimself... My brain is tapped out of ideas,enthusiasm
8044,jenclapp,@jonmerryman I remember the show... I don't remember the hiccups...,neutral
17046,RosaAcosta,@donomo  is easier this way in my phone... I will twittpic from my pc later on I did it this morning with p. Diddy pic,neutral
8386,cdtpiper,In A and E arts Stephani's horse fell on wet ground and she landed on her head,worry
14629,iheartfinn,I wish my sister lived near me,surprise
36277,leilah,"Happy Mother's Day to all the mums out there, old &amp; new.",love
28835,rickooo,definitely ready for a plate of pancakes.,happiness
27564,randymatheson,"@bbunderground it's a good mix of developers, content developers, providers and venture folks",worry
2776,JamesH6097,Leaving in 25 mins to go to Latin revision class,worry
36226,felipehoppus,"goodnight and good bye to all of you, hope you have the best of dreams",relief
39955,AprilLouiseeee,has just got out the shower,neutral
7189,Lrod23,Day off with nothing to do,sadness
13731,claireyfairy1,#bgt What happened Greg.  That was a rubbish follow up.,hate
5573,stevegarufi,"@michelleflores Michelle, I slept for 11 hours last night. I'm still stick with this fever.",hate
6135,KimberlyMorrow,Everything is annoying me today,sadness
29845,pianobell91,just finished watching Ace of Cakes where they showed how they made the cake for the 100th episode of LOST,neutral
20811,PorsheCaina,@DavidArchie you finished eating?,neutral
10553,stinkylink,@pimpstyleo Yeah prbly pickin up songs for SingStar. Haven't checked the last few store updates. And dunno that Cranberries song.,fun
5247,cerealuk,i have no idea wtf im doing,hate
21153,lesley007,"@petespencer Yeah,we say shite alot here. you say it as shiiite,rhyming with light",happiness
3981,vanessaseah,needs to mug for Chinese A's but doesn't feel like it.,neutral
24209,runbaby_run,@marieeeeee I so know what you mean,neutral
30564,rockphotogirl,Get to see and hopefully meet these guys next week at ROTR!! Can NOT wait!!!  Adelitas Way - Invincible ? http://blip.fm/~5ynxr,happiness
11085,wicked12,@Kasey79 I didnt get his  tweet,worry
19053,Winchester_X,"I want to become vegetarian, It's going to be so hard!",surprise
27540,kaitlynfischer,uploading all my bamboozle pictures of facebook,fun
16663,Haarlz,@its_sb I swear mine was evil  it was green and everything LOL,worry
2172,xya,My truss failing  http://yfrog.com/154upj,sadness
32083,26c4u,yay i see @PrincessSuperC awwwww damn it's about to be on,love
